strategy,category,checkpoint,key,n_samples,ttr_mean,ttr_lo,ttr_hi,entropy_4gram_mean,entropy_4gram_lo,entropy_4gram_hi,rep_rate_5_mean,rep_rate_5_lo,rep_rate_5_hi,rep_mass_2_mean,rep_mass_2_lo,rep_mass_2_hi,rep_mass_3_mean,rep_mass_3_lo,rep_mass_3_hi,rep_mass_4_mean,rep_mass_4_lo,rep_mass_4_hi,rep_mass_5_mean,rep_mass_5_lo,rep_mass_5_hi,rep_mass_6_mean,rep_mass_6_lo,rep_mass_6_hi,longest_rep_sub_mean,longest_rep_sub_lo,longest_rep_sub_hi,compression_mean,compression_lo,compression_hi,mc_nll_bpc_mean,mc_nll_bpc_lo,mc_nll_bpc_hi,ngram_sim_4_mean,ngram_sim_4_lo,ngram_sim_4_hi,spelling_error_mean,spelling_error_lo,spelling_error_hi,kl_bits_mean,kl_bits_lo,kl_bits_hi,entropy_q_mean,entropy_q_lo,entropy_q_hi,entropy_p_mean,entropy_p_lo,entropy_p_hi,risk_achieved_mean,risk_achieved_lo,risk_achieved_hi,lambda_mean_mean,lambda_mean_lo,lambda_mean_hi,loop_rate_persistent,survival_auc_persistent,rmst_persistent,loop_rate_ngram8,survival_auc_ngram8,rmst_ngram8,loop_rate_ngram10,survival_auc_ngram10,rmst_ngram10,loop_rate_ngram12,survival_auc_ngram12,rmst_ngram12,loop_rate_ngram16,survival_auc_ngram16,rmst_ngram16,loop_rate_lrs20,survival_auc_lrs20,rmst_lrs20,loop_rate_compress,survival_auc_compress,rmst_compress
lt_risk_only,loop_regime_rr,cosine,True,150,0.315,0.3077,0.3226,6.8771,6.8287,6.9232,0.5129,0.5035,0.5229,0.9078,0.9043,0.9113,0.7826,0.7758,0.7893,0.7085,0.6994,0.7184,0.6546,0.6439,0.6662,0.6023,0.5903,0.6154,32.9333,31.8732,34.0937,0.3812,0.3748,0.3872,0.9601,0.9544,0.9651,0.1886,0.1856,0.1918,0.0044,0.0036,0.0052,0.0372,0.0364,0.0381,0.267,0.2646,0.2695,0.2245,0.2218,0.2269,0.55,0.5411,0.5591,2.0,2.0,2.0,0.22,0.8961,448.05,1.0,0.0876,43.8,1.0,0.1405,70.25,1.0,0.1614,80.7,1.0,0.1988,99.4,1.0,0.3247,162.35,0.0267,0.9825,491.25
