strategy,category,checkpoint,hard_constraint,survival_auc_ngram10,rmst_ngram10,loop_rate_ngram10,mc_nll_bpc,ngram_sim_4,spelling_error,compression,longest_rep_sub,chars_per_sec
lt_risk_only,loop_regime_rr,cosine,False,0.1405,70.25,1.0,0.9601,0.1886,0.0044,0.3812,32.9333,
