strategy,category,checkpoint,rmst_persistent,rmst_ngram8,rmst_ngram10,rmst_ngram12,rmst_ngram16,rmst_lrs20,rmst_compress,loop_rate_persistent,loop_rate_ngram8,loop_rate_ngram10,loop_rate_ngram12,loop_rate_ngram16,loop_rate_lrs20,loop_rate_compress
lt_fsd,loop_regime,cosine,498.75,119.6,147.2,189.5,271.4,330.2,499.0,0.0133,1.0,1.0,1.0,0.9933,0.9667,0.0133
lt_lzpenalty,loop_regime,cosine,500.0,53.85,66.6,69.3,80.55,120.3,500.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
